81.7342376709	81.7342376709	*
82.198638916	82.198638916	*
82.6630401611	82.6630401611	*
83.1274337769	83.1274337769	*
83.591835022	83.591835022	*
84.0678405762	84.0678405762	*
84.5438537598	84.5438537598	*
85.019859314	85.019859314	*
85.4842605591	85.4842605591	*
85.9486618042	85.9486618042	*
86.4246673584	86.4246673584	*
86.8890686035	86.8890686035	*
87.3534698486	87.3534698486	*
87.8178634644	87.8178634644	*
88.2822647095	88.2822647095	*
88.7582778931	88.7582778931	*
89.2342834473	89.2342834473	*
89.6986846924	89.6986846924	*
90.1630859375	90.1630859375	*
90.6274795532	90.6274795532	*
91.0918807983	91.0918807983	*
91.5678863525	91.5678863525	*
92.0438995361	92.0438995361	*
92.5083007812	92.5083007812	*
92.972694397	92.972694397	*
93.4370956421	93.4370956421	*
93.9131011963	93.9131011963	*
94.3891143799	94.3891143799	*
94.853515625	94.853515625	*
95.3179092407	95.3179092407	*
95.7823104858	95.7823104858	*
96.2583236694	96.2583236694	*
96.7343292236	96.7343292236	*
97.1987304688	97.1987304688	*
97.6631240845	97.6631240845	*
98.1275253296	98.1275253296	*
98.5919265747	98.5919265747	*
99.0679321289	99.0679321289	*
99.5439453125	99.5439453125	*
100.008346558	100.008346558	*
100.472740173	100.472740173	*
100.937141418	100.937141418	*
101.401542664	101.401542664	*
101.889160156	101.889160156	*
102.353561401	102.353561401	*
102.817955017	102.817955017	*
103.282356262	103.282356262	*
103.758361816	103.758361816	*
104.234375	104.234375	*
104.698776245	104.698776245	*
105.163169861	105.163169861	*
105.639183044	105.639183044	*
106.10358429	106.10358429	*
106.579589844	106.579589844	*
107.043991089	107.043991089	*
107.508384705	107.508384705	*
107.97278595	107.97278595	*
108.437187195	108.437187195	*
108.90158844	108.90158844	*
109.377593994	109.377593994	*
109.853607178	109.853607178	*
110.318000793	110.318000793	*
110.782402039	110.782402039	*
111.258407593	111.258407593	*
111.734420776	111.734420776	*
112.198822021	112.198822021	*
112.663215637	112.663215637	*
113.139228821	113.139228821	*
113.615234375	113.615234375	*
114.07963562	114.07963562	*
114.544036865	114.544036865	*
115.008430481	115.008430481	*
115.472831726	115.472831726	*
115.94884491	115.94884491	*
116.424850464	116.424850464	*
116.889251709	116.889251709	*
117.353645325	117.353645325	*
117.81804657	117.81804657	*
118.282447815	118.282447815	*
118.758453369	118.758453369	*
119.234466553	119.234466553	*
119.698867798	119.698867798	*
120.163261414	120.163261414	*
120.627662659	120.627662659	*
121.092063904	121.092063904	*
121.568069458	121.568069458	*
122.044082642	122.044082642	*
122.508476257	122.508476257	*
122.984489441	122.984489441	*
123.448883057	123.448883057	*
123.92489624	123.92489624	*
124.389297485	124.389297485	*
124.853691101	124.853691101	*
125.329704285	125.329704285	*
125.805709839	125.805709839	*
126.270111084	126.270111084	*
126.734512329	126.734512329	*
127.187301636	127.187301636	*
127.651695251	127.651695251	*
128.127700806	128.127700806	*
128.603713989	128.603713989	*
129.079727173	129.079727173	*
129.544128418	129.544128418	*
130.008529663	130.008529663	*
130.472915649	130.472915649	*
130.937316895	130.937316895	*
131.40171814	131.40171814	*
131.877731323	131.877731323	*
132.342132568	132.342132568	*
132.818145752	132.818145752	*
133.294143677	133.294143677	*
133.77015686	133.77015686	*
134.234558105	134.234558105	*
134.698959351	134.698959351	*
135.163360596	135.163360596	*
135.627746582	135.627746582	*
136.092147827	136.092147827	*
136.556549072	136.556549072	*
137.020950317	137.020950317	*
137.496963501	137.496963501	*
137.972961426	137.972961426	*
138.437362671	138.437362671	*
138.901763916	138.901763916	*
139.3777771	139.3777771	*
139.853790283	139.853790283	*
140.31817627	140.31817627	*
140.794189453	140.794189453	*
141.270202637	141.270202637	*
141.734603882	141.734603882	*
142.199005127	142.199005127	*
142.663391113	142.663391113	*
143.127792358	143.127792358	*
143.603805542	143.603805542	*
144.079818726	144.079818726	*
144.544219971	144.544219971	*
145.008621216	145.008621216	*
145.473007202	145.473007202	*
145.949020386	145.949020386	*
146.425033569	146.425033569	*
146.889434814	146.889434814	*
147.35383606	147.35383606	*
147.829833984	147.829833984	*
148.294235229	148.294235229	*
148.770248413	148.770248413	*
149.234649658	149.234649658	*
149.699050903	149.699050903	*
150.16343689	150.16343689	*
150.627838135	150.627838135	*
151.103851318	151.103851318	*
151.579864502	151.579864502	*
152.044265747	152.044265747	*
152.508651733	152.508651733	*
152.973052979	152.973052979	*
153.437454224	153.437454224	*
153.901855469	153.901855469	*
154.377868652	154.377868652	*
154.853881836	154.853881836	*
155.318267822	155.318267822	*
155.794281006	155.794281006	*
156.270294189	156.270294189	*
156.734695435	156.734695435	*
157.19909668	157.19909668	*
157.663482666	157.663482666	*
158.127883911	158.127883911	*
158.592285156	158.592285156	*
159.06829834	159.06829834	*
159.544311523	159.544311523	*
160.020309448	160.020309448	*
160.496322632	160.496322632	*
160.960723877	160.960723877	*
161.425125122	161.425125122	*
161.889526367	161.889526367	*
162.353912354	162.353912354	*
162.818313599	162.818313599	*
163.282714844	163.282714844	*
163.758728027	163.758728027	*
164.234741211	164.234741211	*
164.699142456	164.699142456	*
165.163528442	165.163528442	*
165.627929688	165.627929688	*
166.103942871	166.103942871	*
166.568344116	166.568344116	*
167.032745361	167.032745361	*
167.497146606	167.497146606	*
167.973144531	167.973144531	*
168.437545776	168.437545776	*
168.901947021	168.901947021	*
169.366348267	169.366348267	*
169.830749512	169.830749512	*
170.306747437	170.306747437	*
170.78276062	170.78276062	*
171.258773804	171.258773804	*
171.723175049	171.723175049	*
172.187576294	172.187576294	*
172.663574219	172.663574219	*
173.139587402	173.139587402	*
173.615600586	173.615600586	*
174.080001831	174.080001831	*
174.544403076	174.544403076	*
175.008789062	175.008789062	*
175.473190308	175.473190308	*
175.937591553	175.937591553	*
176.401992798	176.401992798	*
176.866394043	176.866394043	*
177.342407227	177.342407227	*
177.818405151	177.818405151	*
178.282806396	178.282806396	*
178.75881958	178.75881958	*
179.234832764	179.234832764	*
179.69921875	179.69921875	*
180.163619995	180.163619995	*
180.62802124	180.62802124	*
181.104034424	181.104034424	*
181.580047607	181.580047607	*
182.044433594	182.044433594	*
182.508834839	182.508834839	*
182.973236084	182.973236084	*
183.437637329	183.437637329	*
183.902038574	183.902038574	*
184.366439819	184.366439819	*
184.842453003	184.842453003	*
185.318450928	185.318450928	*
185.782852173	185.782852173	*
186.258865356	186.258865356	*
186.73487854	186.73487854	*
187.199264526	187.199264526	*
187.663665771	187.663665771	*
188.128067017	188.128067017	*
188.592468262	188.592468262	*
189.068481445	189.068481445	*
189.54447937	189.54447937	*
190.008880615	190.008880615	*
190.47328186	190.47328186	*
190.937683105	190.937683105	*
191.402084351	191.402084351	*
191.889694214	191.889694214	*
192.354095459	192.354095459	*
192.818496704	192.818496704	*
193.282897949	193.282897949	*
193.758911133	193.758911133	*
194.223312378	194.223312378	*
194.699310303	194.699310303	*
195.163711548	195.163711548	*
195.628112793	195.628112793	*
196.104125977	196.104125977	*
196.58013916	196.58013916	*
197.056137085	197.056137085	*
197.532150269	197.532150269	*
198.008163452	198.008163452	*
198.484161377	198.484161377	*
