0.49922901392	0.49922901392	*
0.99845802784	0.99845802784	*
1.49768710136	1.49768710136	*
2.00852608681	2.00852608681	*
2.50775504112	2.50775504112	*
2.9837641716	2.9837641716	*
3.45977306366	3.45977306366	*
3.92417216301	3.92417216301	*
4.38857126236	4.38857126236	*
4.85297060013	4.85297060013	*
5.32897949219	5.32897949219	*
5.79337835312	5.79337835312	*
6.26938772202	6.26938772202	*
6.73378658295	6.73378658295	*
7.19818592072	7.19818592072	*
7.66258478165	7.66258478165	*
8.13859367371	8.13859367371	*
8.6146030426	8.6146030426	*
9.07900238037	9.07900238037	*
9.54340076447	9.54340076447	*
10.0078001022	10.0078001022	*
10.4838094711	10.4838094711	*
10.95981884	10.95981884	*
11.4242172241	11.4242172241	*
11.8886165619	11.8886165619	*
12.3530158997	12.3530158997	*
12.8290243149	12.8290243149	*
13.3050336838	13.3050336838	*
13.7694330215	13.7694330215	*
14.2338323593	14.2338323593	*
14.6982307434	14.6982307434	*
15.1626300812	15.1626300812	*
15.6386394501	15.6386394501	*
16.114648819	16.114648819	*
16.5790481567	16.5790481567	*
17.0434455872	17.0434455872	*
17.5078449249	17.5078449249	*
17.9838542938	17.9838542938	*
18.4598636627	18.4598636627	*
18.9242630005	18.9242630005	*
19.3886623383	19.3886623383	*
19.853061676	19.853061676	*
20.3290691376	20.3290691376	*
20.8050785065	20.8050785065	*
21.2694778442	21.2694778442	*
21.733877182	21.733877182	*
22.1982765198	22.1982765198	*
22.6626758575	22.6626758575	*
23.1386852264	23.1386852264	*
23.614692688	23.614692688	*
24.0790920258	24.0790920258	*
24.5434913635	24.5434913635	*
25.0078907013	25.0078907013	*
25.4839000702	25.4839000702	*
25.9599094391	25.9599094391	*
26.4243087769	26.4243087769	*
26.8887062073	26.8887062073	*
27.353105545	27.353105545	*
27.8291149139	27.8291149139	*
28.3051242828	28.3051242828	*
28.7695236206	28.7695236206	*
29.2339229584	29.2339229584	*
29.6983222961	29.6983222961	*
30.1627197266	30.1627197266	*
30.6271190643	30.6271190643	*
31.1031284332	31.1031284332	*
31.5791378021	31.5791378021	*
32.0435371399	32.0435371399	*
32.5079345703	32.5079345703	*
32.9723358154	32.9723358154	*
33.4483451843	33.4483451843	*
33.9243545532	33.9243545532	*
34.3887519836	34.3887519836	*
34.8531494141	34.8531494141	*
35.329158783	35.329158783	*
35.8051681519	35.8051681519	*
36.269569397	36.269569397	*
36.7339668274	36.7339668274	*
37.1983680725	37.1983680725	*
37.6627655029	37.6627655029	*
38.1387748718	38.1387748718	*
38.6147842407	38.6147842407	*
39.0791816711	39.0791816711	*
39.5435829163	39.5435829163	*
40.0079803467	40.0079803467	*
40.4723815918	40.4723815918	*
40.9367790222	40.9367790222	*
41.4127883911	41.4127883911	*
41.8771858215	41.8771858215	*
42.3531951904	42.3531951904	*
42.8292045593	42.8292045593	*
43.3052139282	43.3052139282	*
43.7696151733	43.7696151733	*
44.2340126038	44.2340126038	*
44.6984100342	44.6984100342	*
45.1628112793	45.1628112793	*
45.6272087097	45.6272087097	*
46.0916099548	46.0916099548	*
46.5676193237	46.5676193237	*
47.0436286926	47.0436286926	*
47.508026123	47.508026123	*
47.9840354919	47.9840354919	*
48.4484329224	48.4484329224	*
48.9244422913	48.9244422913	*
49.3888435364	49.3888435364	*
49.8532409668	49.8532409668	*
50.3176422119	50.3176422119	*
50.7820396423	50.7820396423	*
51.2580490112	51.2580490112	*
51.7340583801	51.7340583801	*
52.1984558105	52.1984558105	*
52.6628570557	52.6628570557	*
53.1388664246	53.1388664246	*
53.6148757935	53.6148757935	*
54.0792732239	54.0792732239	*
54.5436706543	54.5436706543	*
55.0080718994	55.0080718994	*
55.4724693298	55.4724693298	*
55.9484786987	55.9484786987	*
56.4244880676	56.4244880676	*
56.8888893127	56.8888893127	*
57.3532867432	57.3532867432	*
57.8176841736	57.8176841736	*
58.2936935425	58.2936935425	*
58.7580947876	58.7580947876	*
59.2341041565	59.2341041565	*
59.6985015869	59.6985015869	*
60.162902832	60.162902832	*
60.6505203247	60.6505203247	*
61.1149177551	61.1149177551	*
61.5793190002	61.5793190002	*
62.0437164307	62.0437164307	*
62.5081176758	62.5081176758	*
62.9725151062	62.9725151062	*
63.4369163513	63.4369163513	*
63.9013137817	63.9013137817	*
64.3773193359	64.3773193359	*
64.8533325195	64.8533325195	*
65.3293380737	65.3293380737	*
65.7937393188	65.7937393188	*
66.2697525024	66.2697525024	*
66.7341461182	66.7341461182	*
67.1985473633	67.1985473633	*
67.6629486084	67.6629486084	*
68.1389541626	68.1389541626	*
68.6149673462	68.6149673462	*
69.0793609619	69.0793609619	*
69.543762207	69.543762207	*
70.0197753906	70.0197753906	*
70.4957809448	70.4957809448	*
70.9601821899	70.9601821899	*
71.4245758057	71.4245758057	*
71.8889770508	71.8889770508	*
72.3533782959	72.3533782959	*
72.8293838501	72.8293838501	*
73.3053970337	73.3053970337	*
73.7697982788	73.7697982788	*
74.2341918945	74.2341918945	*
74.6985931396	74.6985931396	*
75.1629943848	75.1629943848	*
75.6273880005	75.6273880005	*
76.1034011841	76.1034011841	*
76.5794067383	76.5794067383	*
77.0438079834	77.0438079834	*
77.5082092285	77.5082092285	*
77.9726028442	77.9726028442	*
78.4486160278	78.4486160278	*
78.924621582	78.924621582	*
79.3890228271	79.3890228271	*
79.8534240723	79.8534240723	*
80.3294296265	80.3294296265	*
80.8054428101	80.8054428101	*
81.2698364258	81.2698364258	*
